#This file is automatically generated by https://epg.pw and is mainly used to test the accuracy of our EPG.
#The following test channels are from public sharing on the Internet.
#EPG.pw does not provide or store any streaming media content.All channels are automatically collected from the network through crawlers, without any manual participation, just for testing purposes. Therefore, we do not guarantee the stability and legality of the channels, nor do we assume corresponding legal responsibilities. All legal responsibilities It should be the responsibility of the user and the source provider.
#If you don't know how to use it, or don't have time to test it, you can download this recommended app for testing.
#https://epg.pw/app_download.html
#這個檔案是由https://epg.pw自動生成的,僅僅只是用於測試epg的準確性.
#以下的測試頻道均為網路上的公開分享頻道.
#EPG.pw並不提供也不儲存任何的流媒體內容.所有的頻道都是由自動化系統通過網路自動收集而來,並沒有任何人工參與,僅僅只是為了測試.因此我們並不保證頻道的穩定性與合法性,我們也不承擔任何相關的法律責任.所有的法律責任與相關後果應由頻道的使用者與提供者自行承擔.
#如果您不知道如何使用這個檔案,或者並沒有時間進行測試,那麼您可以下載我們推薦的APP來進行測試.
#下載地址為https://epg.pw/app_download.html


Generic,#genre#
BloomBerg,https://epg.pw/stream/1a10e3c641789373afa6eeb42106148bb9a2ad1c7ff62af5668953f7f84fa72f.m3u8
BloomBerg[geo-blocked],https://epg.pw/stream/ffff5f072b4f75bab12d1c3ff61ef190bf2b781ead78b7e0ce4dbf61aa3f8b0b.m3u8
BloomBerg[geo-blocked],https://epg.pw/stream/8d6e22a8bdd8404a2f4a69423b91b6631ed308c34cbe0ad8d9b559bcb73d58ee.m3u8
BloomBerg[geo-blocked],https://epg.pw/stream/ef19d16680daccbef7d9d630946553646197e19802ad842dfdeaa311f2189ebc.m3u8
BloomBerg[geo-blocked],https://epg.pw/stream/4d411743d894d88ff5829aec2c0a0ae6e3b09221416a194bbf96ff3f78add18c.m3u8
BloomBerg[geo-blocked],https://epg.pw/stream/eb435c90a4c65468af7aecbf95c76e4c75af9ac9b068af717466eed7d6145e02.m3u8
BloomBerg[geo-blocked],https://epg.pw/stream/9e21d0dfc4fe38a6dea46ef77d4bf0008bb45ae0a2e5c3a690d91dfedc4f407c.ctv
C1 TV,https://epg.pw/stream/d05c9363113da662033e18e01e68ca35b40827988379887e18107f13a45025c4.m3u8
C1 TV[geo-blocked],https://epg.pw/stream/c809a45a4b1c647e374db07980934c8580c971cb234ee5a3dcc82235cf28158e.m3u8
C1 TV[geo-blocked],https://epg.pw/stream/8fdce622d24818ff931c9907230cb05fd8a90b7fbae1bde2baf5e13220dcb90f.m3u8
C1 TV[geo-blocked],https://epg.pw/stream/63b96d51d7247f10d7b6ab1ad0102e1f1e3e3a0e4e52d29b9f1be412f074b740.ctv
C1 TV[geo-blocked],https://epg.pw/stream/20c114684f0836841e340bc1ffe892e7bf6a96441f5c9c700ebda292bc9d84e9.m3u8
C1 TV,https://epg.pw/stream/cec2ac997d152a46b8360f614357e025b831c9d743d94d946f3cef8a4701dad2.ctv
Dotno TV[geo-blocked],https://epg.pw/stream/edd3461d7fdf2b12869f680e10cbd2789142e31ca501bef3228a9d1c71db6cf3.m3u8
ECO[geo-blocked],https://epg.pw/stream/9a1dff9def8e6c8916388236171af366d60fe0824520203dcc5a103cb628cce4.ctv
ETV[geo-blocked],https://epg.pw/stream/2f4cf486ec88e50ba3bacaa7404fce9f1fc8a75a5e0172466ab4875b4a25ca44.ctv
ETV,https://epg.pw/stream/d4f1eeae6d3e01fe5d863c3df66d944f2a31e64aeb5440026caa0400e337d796.m3u8
ETV[geo-blocked],https://epg.pw/stream/b22bd284902c65505983ce65e825075c99acdc7b5080e4cbfb422aac02a0b72c.m3u8
ETV,https://epg.pw/stream/53463573946f1cdf4cad54a07db9c8d6239ed0c8c462446c6dda96c83b251d8e.m3u8
ETV[geo-blocked],https://epg.pw/stream/de57ebbe124a5ba3304edeb3b62b340d1f917c78718601ad245f8ec5ce422e7a.m3u8
ETV,https://epg.pw/stream/242ac2187e0ccb82b7f80f2a620801e06f4b71909317cc3b4d5b63c715cbc63e.m3u8
ETV,https://epg.pw/stream/8270d759dc857f995b3a7260d3bf47c1f8f92e7f37bd10f27c8fa44c3ac7fe76.m3u8
ETV[geo-blocked],https://epg.pw/stream/ba9a6cc067a7e04dff5789937b4a1959f61478ece713c60692aff78687b5754d.m3u8
ETV,https://epg.pw/stream/f17fbe94b6be4694ef0d232b1952bf5ea9610ef9c1e41ca417333aef6dcb2dc1.m3u8
ETV,https://epg.pw/stream/bdf8d362c454eda2d27b097f933437604204ca521e89cb641769331ee56f62e5.m3u8
ETV,https://epg.pw/stream/33befbdd7f71a5ef7a76486df27a9b56e01929b8e74a69229055991ce6a915f2.m3u8
ETV,https://epg.pw/stream/4e2a9aa0f32ac958474d0fa34cf691e03ed1aeb5c9bdcc43034b6e3c75fe3815.m3u8
ETV,https://epg.pw/stream/adc2d9af741dae0b4e36f163a169102b59d0247c2db4fe7caa9ea310a54c19a8.m3u8
ETV,https://epg.pw/stream/848439a117a13f8c764c077d6223e9872bc5192218e190048297dfc373b31a9a.m3u8
ETV[geo-blocked],https://epg.pw/stream/e3d5b40ea330f2950aee08e7aa11bb793cb55015dd841e0705ff503a47aeb299.m3u8
ETV,https://epg.pw/stream/d9edfbc70a5ad667dc543fa1cb9706ba97617754503563ee237b0bdb90c3735e.m3u8
ETV[geo-blocked],https://epg.pw/stream/98392e1e9cfc52f41cc65e532d0a6aeddba8c385dbdc45dba6e0b838cd226c34.m3u8
ETV[geo-blocked],https://epg.pw/stream/a3159ec640e41dc40b40d2ba0c2defc683a76cf95b451cd74a1838bd3681878e.ctv
ETV,https://epg.pw/stream/8b9f035ae219b81b01bb9b505a4d1a52005f3095b9793d6e6330524681afb61d.m3u8
Eagle News[geo-blocked],https://epg.pw/stream/5fc60d1d82a5d17cdea350435bcf870d59a9c44c9266adc6a2cc1edec0341160.m3u8
Eagle News[geo-blocked],https://epg.pw/stream/f8bd3dfc6f7e767e45062782a4f24dfc0c2b638ff32db0e0cf0a85bd3bdd8e81.m3u8
Global[geo-blocked],https://epg.pw/stream/3af7121e923808f98bcc51dfd5b17152564a2942bc4c4348adea3a089ef58784.ctv
Global[geo-blocked],https://epg.pw/stream/a55af33fd50b849ed2a5cd28796ddc7e23bc479c17ef3eb404d3d1195ddaa77f.m3u8
Global,https://epg.pw/stream/2c455299ff0f60ec8e35ae41af7ab99c48f9a2f6353a8fecf2583f952cccf1fa.m3u8
Global[geo-blocked],https://epg.pw/stream/f2d90d7843817720431f59463b3cc80509c38078beb848418aec3dca240e6c66.m3u8
Global[geo-blocked],https://epg.pw/stream/ca56d3d19cc97bdd6246b9831a18b586afb1e85494646fda1d2cb45a6a0ddfd3.m3u8
Global,https://epg.pw/stream/61695808975d5e74be68173dd62ee2a0787d5e37950861e41e0741cc06db12c4.m3u8
Global,https://epg.pw/stream/a717a2b650ef510a39c0f365042fd874f75e4901eeab54524e2ae0df86a0ea80.m3u8
Global,https://epg.pw/stream/7b660d321c0f6c83b3bed7bc14d504c4532ce161fdb40325d44db5f943a514fe.ctv
Global[geo-blocked],https://epg.pw/stream/fbc5de8b375711404ee23331f92e9710823f0da0d46e162f8b7c5b2425fc1878.m3u8
Global[geo-blocked],https://epg.pw/stream/c5d993f23fee48067c1fd7f66b7d32923e15c8eb210a10a040cd27bff9ad823f.m3u8
Global,https://epg.pw/stream/b74c005e335764cd2fe4b20be5ca9c54aab348e9c4efcdf10533231f849bb1a1.m3u8
Global,https://epg.pw/stream/29741674bcd3e208bf3f01882a366a8b60d956bb8c11cf01ed77ee7ab5b0bb20.m3u8
Global[geo-blocked],https://epg.pw/stream/9460cd2fa21732636eb1cd82b3e76a533d058821f8d89cabb77dcdf36a5ad687.m3u8
Global[geo-blocked],https://epg.pw/stream/8faaaa654896738cb4aa6b92bafb1b651a1cc86cef1ac46d0dac52863580d5e6.m3u8
Global,https://epg.pw/stream/8ede43b3642108bb77d8291c0618845bda2dd081b8ea07474d2ce65eaaf246b7.m3u8
Global[geo-blocked],https://epg.pw/stream/85ea671ff761b5cafe02194ca3bfc644194979ed11e2db9d2372a1fdddc4aa93.m3u8
Global[geo-blocked],https://epg.pw/stream/98c6bbbc89cc4a1c6e7212e465d66cc7f608cc375fc797b849b141ad4a2fa624.m3u8
Global[geo-blocked],https://epg.pw/stream/e0b8707359add9b9b92364aaeb40213664ddb335a9575e67796c0d205c29ec6b.m3u8
Global,https://epg.pw/stream/be59c98b1fd6ea84a75b02e83ead37257585dbe4656454e997b6580e530fd3dc.ctv
Global,https://epg.pw/stream/02b6df39f69aa5e6c5bb1eb912e3b7f3a664d29121c4e35975dbc0d6aec8cfef.m3u8
Global,https://epg.pw/stream/d621941af52a45d3e3b678b1d356b4aac47b632473a25900cc7420239ca0786f.m3u8
Global,https://epg.pw/stream/eb6528a236e24fb937e94253fbf93b295907b3e579061b4e750316b4720a989d.m3u8
Global[geo-blocked],https://epg.pw/stream/755f54727e64c0edf42a62b0a10e3b2f717267740e6fd7cd96fe1e88b1e5b70e.m3u8
Global[geo-blocked],https://epg.pw/stream/4cf6406da442c06a5eb18e0bdb4622a2555dd6f8c9a794bf8e76215df919c008.m3u8
Global,https://epg.pw/stream/7163f3b5ea94f6f1b0e859dfd345740a9d455f9fe4829ad94bf388de1c15befd.m3u8
Global,https://epg.pw/stream/face2fab4346939040614de4483a3ced838b16dbd4f65e58a858b76241c0a1a2.m3u8
H TV[geo-blocked],https://epg.pw/stream/1c37af054d7af3c73e95c9201118d88dfac4cc65c04762054dc781daca35f941.m3u8
H TV,https://epg.pw/stream/cc068af2d18235ff35716a24518241afa2916bc60e29c0d7ff4cf8a489acabca.m3u8
H TV[geo-blocked],https://epg.pw/stream/f4245a2dd98054fefecf65e16275ca90b4f43f8840d21a2021a20e3c5141acfc.m3u8
Like[geo-blocked],https://epg.pw/stream/9ad1a92aed3d0b167084af0ceff061770a48149257298c2e7ab5caab2e9cc485.ctv
MNC[geo-blocked],https://epg.pw/stream/a45923ae8b6747c4389a52f06abc496b3deda4a6c399a2889c89d0dc7af54d7e.ctv
Malchin TV,https://epg.pw/stream/10eaa326f296d8d6932cf232a36173d69178f1cfcedb9401c2d880a327018fa2.m3u8
Malchin TV,https://epg.pw/stream/4e8f7d77c309021818c3849250c29006914757dbb40e402e1110235f47052e54.m3u8
Molor TV[geo-blocked],https://epg.pw/stream/be769c4dc2090aed9649c6ca26a8a50e4a5bacbb4b220e4163cc2b0fcac7ca23.m3u8
Molor TV,https://epg.pw/stream/52485cc2139e965f286ff18ba8e1102478cc8aaa6a74ad0a5a418239e04ec8e4.m3u8
NBS[geo-blocked],https://epg.pw/stream/4d5759aacd9d4bb10145977148de048dea0a4431b256a0b793e9f28116425d76.m3u8
NBS,https://epg.pw/stream/722e0d878764377f21404a90833f2ce2b2a1b6bb04ab6ebd1f6b0437a3aede13.m3u8
NBS[geo-blocked],https://epg.pw/stream/62a20411105a750bd27f8286634afc2caeeb28db5f993b166df2c7fe7d94c51a.m3u8
NBS[geo-blocked],https://epg.pw/stream/7491821da2a7d50bf3dadd3d6ea0cbfccbbe72e0409369910f12f18dc8f2853d.m3u8
NBS[geo-blocked],https://epg.pw/stream/d6af89250e5d4afe844c2a075eee35d07332d5742e6b8e4cba15cad040de1ad0.m3u8
NTV HD[geo-blocked],https://epg.pw/stream/9834b9bffda8800aad3b24b2b631072cc20851fa88738b0ffab912ef67d374f2.ctv
Parliament TV,https://epg.pw/stream/903a267ff3dbc66cf9bf347d4ffc0b23143b349389fa54d7080dce0cb703ff30.m3u8
Parliament TV[geo-blocked],https://epg.pw/stream/4946d7206b46d66e8fef3c4619f78ff22327df5061fde74d30b1e77fcd23ac15.ctv
Parliament TV[geo-blocked],https://epg.pw/stream/c970400110e395d0f62473d6dd51cc24313a173747e3c00424e29b5b1df74d05.m3u8
Parliament TV[geo-blocked],https://epg.pw/stream/718b8c05d60f9ac96d63bfab67d8475d77318d2b65064f97c0ce8311be7b56af.m3u8
Royal[geo-blocked],https://epg.pw/stream/72f8ba42789a59497d84bdc18646c569eeb7992145b36d723bc1d8ac13f82ce3.m3u8
Star TV[geo-blocked],https://epg.pw/stream/5b188e6370ecff430424489df895cbb14607fb2133ba66fe305ab658dad53f8d.ctv
Star TV[geo-blocked],https://epg.pw/stream/748ab1376f80610981e490949ad1f95a8383bde5b31f1f208549a95257e7ac28.m3u8
Star TV,https://epg.pw/stream/58e610b340c1e12b25c96d35a1153a41bf109e90ba00d071a4035f789f2e0e39.ctv
Star TV[geo-blocked],https://epg.pw/stream/786c2c101f5341258d6b1ecc1864952495b89a71ced1d4cfc45e864c17a92ffe.m3u8
Star TV,https://epg.pw/stream/c13d3d65c163a0513924e4bee162f981f62c9d888dd38290e458e57aed2129e9.ctv
Star TV[geo-blocked],https://epg.pw/stream/cb037a42835ca2b95d539f8c8f0c185e55d53475d1cb725cf2b3258bc165070e.ctv
Star TV[geo-blocked],https://epg.pw/stream/4ceecf51da765ca432bb6b1a377bc6a388d58aa7d1b057c17f01696d10e7a4bb.m3u8
Star TV[geo-blocked],https://epg.pw/stream/b62ff8eeb6b18e3a30726cdf0b83705cc006a28a3cc8f3f5c17f1b7bd403b77f.ctv
Star TV,https://epg.pw/stream/5d2c1c93b76a7c5b7b93fde7f2d69cfdaf667f1c96e37f902d346a6f9fcce38d.m3u8
Star TV[geo-blocked],https://epg.pw/stream/a0d3632d0c1265a92a1704aa4def56852b94ba91a93eb98af348a7a70609c4ee.ctv
Star TV,https://epg.pw/stream/69e7cf4918a16a5bcfc64ab883a9dfbeecc0cbb98d28e7b9a610c8f95531c629.m3u8
Star TV[geo-blocked],https://epg.pw/stream/71dd76013e3a255f29fc961d60aff31b5b9d662c531d830ff2f31a665246dfc3.m3u8
Star TV,https://epg.pw/stream/06e93bb8e4d3465d645123bb099386c46b3f2fd1c98d6a3c0912c6723a57078b.m3u8
Star TV[geo-blocked],https://epg.pw/stream/34bd4fa5a582c7197d2473ae5785e744dc61079a17b4cf53bc272c4887dca00d.m3u8
Star TV,https://epg.pw/stream/0e8cb84c19e5e7cbdc3af78ed93802f4a01d5fe1ec258da9ce916ce52ec36cc9.ctv
Star TV[geo-blocked],https://epg.pw/stream/1035cf5d8dabbb7d42a3ad163cbcc1c84c9f1a8493ccb1d31bdd8984523354c8.m3u8
Star TV,https://epg.pw/stream/806099f553fdfe943019738ec3aac4025343633c67c0fd700431b50544b2d127.ctv
Star TV,https://epg.pw/stream/3c58cdee98df72597a0ef1d143a89afff98842f6e53082040b82bf27c05b052e.m3u8
Star TV,https://epg.pw/stream/b4dd3238d9dd81c3f2224852dd910f2e90ad3de1e0637250f9c5e0c592ac237e.m3u8
TV10,https://epg.pw/stream/af46443b0e157ae6826a7797375c48f0a5bb59a2c310ef1e02440fc858a6581b.ctv
ZATV[geo-blocked],https://epg.pw/stream/170c1a4b114be8e429f6bd8ea7d57fcc8488b69eb5e348c4bc3d2a7fcb91a643.m3u8
ZATV,https://epg.pw/stream/dacc401d9a3fdc52ce2cb340a4e9cdf39c1b4d0b42f33d4dbef8b3f3f77b022f.ctv
ZATV[geo-blocked],https://epg.pw/stream/368ea7fb325210c0af8b5294913c74da0080b9fe3bbfdacc586929390acc75f9.ctv
ZATV,https://epg.pw/stream/50ba98ae8f458e8204bff4c99e9fc6e26bbb756e02ca0ef770b1e1252c8c424c.m3u8
ZATV[geo-blocked],https://epg.pw/stream/aeb444b19aca31c740cc95737a456abaa7cd61c111e98a6735da5bbd2f84bb1f.m3u8
ZATV,https://epg.pw/stream/37602118b385e63d8ab388193b54f16a6084b911820ad270acd8cd512091bbe3.m3u8
ZATV,https://epg.pw/stream/16a862d260e84fb270ef6cdd174605207b453148e218549191f9c728f245303a.m3u8
ZATV[geo-blocked],https://epg.pw/stream/a924bbead613f650687c145fdeb94b951b58598e9fc2b405ff79746f6314de21.m3u8
ZATV[geo-blocked],https://epg.pw/stream/838a60caea4682c467c51b608e8d0497e785a9f7b456ad8c75ad9f3241587b33.m3u8
ZATV[geo-blocked],https://epg.pw/stream/fcc86b1b21dc0484f302b89ed2c7a5b780461cc849ecd0e4c0b8ab0965c938de.m3u8
ZATV[geo-blocked],https://epg.pw/stream/2ccb4786126257c9898484ef662fa02952c0247ab66ef2d9b04f18aa0f30c880.m3u8
ZATV[geo-blocked],https://epg.pw/stream/205fb27a121ec73a2e18f70afde44cdb1eaf27acbc17940911de6cdd36d96ceb.m3u8
Other,#genre#
ETV MN[geo-blocked],https://epg.pw/stream/281500e0d9fac7e4859005a4dfc06f976fd1a29623d2c3a4b31abe19b2ecbb04.m3u8
ETV MN[geo-blocked],https://epg.pw/stream/8b137148daa2b8433be895601b6468315fa5067a5efa4e45a38eb357e27875c7.m3u8
Sport,#genre#
Sport BOX[geo-blocked],https://epg.pw/stream/d46b15ccb676fe6709d7d8f7d9eab734cf6bbc27ae8f9baac7fb999979fd037f.m3u8
